chose_plan,taxrate1,taxrate2,taxrate3,taxrate4,taxrate5,taxrate6,taxrev,inequality_aversion,taxes_harm_economy,partyid,ID,weight
1,<10k: 15%,10-35k: 15%,35-85k: 5%,85-175k: 15%,175-375k: 15%,>375k: 25%,<75%,0,0,Independent,207186393,0.7950595617294312
1,<10k: 25%,10-35k: 5%,35-85k: 5%,85-175k: 15%,175-375k: 5%,>375k: 45%,<75%,0,0,Independent,207186393,0.7950595617294312
0,<10k: 25%,10-35k: 25%,35-85k: 25%,85-175k: 35%,175-375k: 45%,>375k: 5%,105-125%,0,0,Independent,207186393,0.7950595617294312
1,<10k: 25%,10-35k: 25%,35-85k: 15%,85-175k: 15%,175-375k: 5%,>375k: 35%,105-125%,0,0,Democrat,207187001,0.41983500123023987
0,<10k: 25%,10-35k: 25%,35-85k: 35%,85-175k: 25%,175-375k: 25%,>375k: 55%,>125%,0,0,Democrat,207187001,0.41983500123023987
0,<10k: 15%,10-35k: 35%,35-85k: 25%,85-175k: 15%,175-375k: 25%,>375k: 5%,105-125%,0,0,Democrat,207187001,0.41983500123023987
1,<10k: 0%,10-35k: 15%,35-85k: 25%,85-175k: 25%,175-375k: 25%,>375k: 55%,95-105%,0,0,Democrat,207187001,0.41983500123023987
1,<10k: 25%,10-35k: 15%,35-85k: 25%,85-175k: 35%,175-375k: 5%,>375k: 55%,105-125%,0,0,Democrat,207187001,0.41983500123023987
0,<10k: 25%,10-35k: 15%,35-85k: 25%,85-175k: 25%,175-375k: 45%,>375k: 15%,105-125%,0,0,Democrat,207187001,0.41983500123023987
1,<10k: 5%,10-35k: 25%,35-85k: 35%,85-175k: 15%,175-375k: 25%,>375k: 45%,105-125%,0,0,Democrat,207187001,0.41983500123023987
0,<10k: 15%,10-35k: 5%,35-85k: 35%,85-175k: 15%,175-375k: 15%,>375k: 25%,75-95%,0,0,Democrat,207187001,0.41983500123023987
1,<10k: 0%,10-35k: 35%,35-85k: 15%,85-175k: 5%,175-375k: 45%,>375k: 55%,>125%,0,0,Democrat,207187001,0.41983500123023987
0,<10k: 25%,10-35k: 35%,35-85k: 5%,85-175k: 35%,175-375k: 45%,>375k: 25%,>125%,0,0,Democrat,207187001,0.41983500123023987
1,<10k: 5%,10-35k: 15%,35-85k: 15%,85-175k: 35%,175-375k: 45%,>375k: 45%,75-95%,0,0,Democrat,207187001,0.41983500123023987
0,<10k: 5%,10-35k: 25%,35-85k: 25%,85-175k: 25%,175-375k: 5%,>375k: 45%,105-125%,0,0,Democrat,207187001,0.41983500123023987
0,<10k: 15%,10-35k: 15%,35-85k: 5%,85-175k: 15%,175-375k: 15%,>375k: 35%,75-95%,0,0,Democrat,207187001,0.41983500123023987
1,<10k: 15%,10-35k: 25%,35-85k: 15%,85-175k: 25%,175-375k: 5%,>375k: 35%,105-125%,0,0,Democrat,207187001,0.41983500123023987
1,<10k: 5%,10-35k: 35%,35-85k: 5%,85-175k: 5%,175-375k: 5%,>375k: 15%,75-95%,0,0,Democrat,207187001,0.41983500123023987
0,<10k: 15%,10-35k: 25%,35-85k: 5%,85-175k: 35%,175-375k: 5%,>375k: 25%,95-105%,0,0,Democrat,207187001,0.41983500123023987
0,<10k: 15%,10-35k: 35%,35-85k: 15%,85-175k: 25%,175-375k: 15%,>375k: 45%,>125%,1,1,Republican,207187125,0.5034869909286499
1,<10k: 25%,10-35k: 35%,35-85k: 5%,85-175k: 15%,175-375k: 15%,>375k: 15%,105-125%,1,1,Republican,207187125,0.5034869909286499
1,<10k: 5%,10-35k: 35%,35-85k: 15%,85-175k: 25%,175-375k: 35%,>375k: 35%,>125%,1,1,Republican,207187125,0.5034869909286499
0,<10k: 25%,10-35k: 35%,35-85k: 15%,85-175k: 15%,175-375k: 45%,>375k: 35%,>125%,1,1,Republican,207187125,0.5034869909286499
0,<10k: 25%,10-35k: 15%,35-85k: 25%,85-175k: 15%,175-375k: 5%,>375k: 25%,95-105%,1,1,Republican,207187125,0.5034869909286499
1,<10k: 25%,10-35k: 25%,35-85k: 5%,85-175k: 5%,175-375k: 35%,>375k: 45%,105-125%,1,1,Republican,207187125,0.5034869909286499
1,<10k: 25%,10-35k: 5%,35-85k: 25%,85-175k: 25%,175-375k: 15%,>375k: 45%,95-105%,1,1,Republican,207187125,0.5034869909286499
0,<10k: 0%,10-35k: 35%,35-85k: 5%,85-175k: 5%,175-375k: 35%,>375k: 55%,105-125%,1,1,Republican,207187125,0.5034869909286499
1,<10k: 15%,10-35k: 25%,35-85k: 25%,85-175k: 5%,175-375k: 35%,>375k: 25%,105-125%,1,1,Republican,207187125,0.5034869909286499
0,<10k: 25%,10-35k: 15%,35-85k: 35%,85-175k: 35%,175-375k: 25%,>375k: 25%,105-125%,1,1,Republican,207187125,0.5034869909286499
1,<10k: 25%,10-35k: 15%,35-85k: 5%,85-175k: 35%,175-375k: 45%,>375k: 55%,105-125%,1,1,Republican,207187125,0.5034869909286499
0,<10k: 25%,10-35k: 15%,35-85k: 35%,85-175k: 5%,175-375k: 5%,>375k: 45%,105-125%,1,1,Republican,207187125,0.5034869909286499
0,<10k: 0%,10-35k: 35%,35-85k: 35%,85-175k: 25%,175-375k: 45%,>375k: 5%,105-125%,1,1,Republican,207187125,0.5034869909286499
1,<10k: 15%,10-35k: 35%,35-85k: 5%,85-175k: 5%,175-375k: 35%,>375k: 35%,105-125%,1,1,Republican,207187125,0.5034869909286499
1,<10k: 0%,10-35k: 15%,35-85k: 5%,85-175k: 25%,175-375k: 25%,>375k: 45%,<75%,1,1,Republican,207187125,0.5034869909286499
0,<10k: 0%,10-35k: 35%,35-85k: 35%,85-175k: 25%,175-375k: 25%,>375k: 35%,>125%,1,1,Republican,207187125,0.5034869909286499
0,<10k: 25%,10-35k: 15%,35-85k: 35%,85-175k: 35%,175-375k: 25%,>375k: 55%,>125%,1,0,Republican,207188166,0.7950595617294312
1,<10k: 5%,10-35k: 25%,35-85k: 25%,85-175k: 15%,175-375k: 45%,>375k: 45%,105-125%,1,0,Republican,207188166,0.7950595617294312
1,<10k: 5%,10-35k: 35%,35-85k: 35%,85-175k: 15%,175-375k: 25%,>375k: 45%,>125%,1,0,Republican,207188166,0.7950595617294312
0,<10k: 25%,10-35k: 15%,35-85k: 15%,85-175k: 35%,175-375k: 15%,>375k: 25%,95-105%,1,0,Republican,207188166,0.7950595617294312
1,<10k: 25%,10-35k: 15%,35-85k: 35%,85-175k: 5%,175-375k: 45%,>375k: 45%,>125%,1,0,Republican,207188166,0.7950595617294312
0,<10k: 5%,10-35k: 5%,35-85k: 25%,85-175k: 25%,175-375k: 25%,>375k: 45%,75-95%,1,0,Republican,207188166,0.7950595617294312
0,<10k: 15%,10-35k: 35%,35-85k: 25%,85-175k: 5%,175-375k: 35%,>375k: 55%,>125%,1,0,Republican,207188166,0.7950595617294312
1,<10k: 15%,10-35k: 25%,35-85k: 35%,85-175k: 35%,175-375k: 35%,>375k: 55%,>125%,1,0,Republican,207188166,0.7950595617294312
0,<10k: 0%,10-35k: 5%,35-85k: 35%,85-175k: 5%,175-375k: 15%,>375k: 5%,<75%,1,0,Republican,207188166,0.7950595617294312
1,<10k: 0%,10-35k: 25%,35-85k: 15%,85-175k: 15%,175-375k: 15%,>375k: 45%,95-105%,1,0,Republican,207188166,0.7950595617294312
1,<10k: 15%,10-35k: 15%,35-85k: 25%,85-175k: 35%,175-375k: 25%,>375k: 45%,105-125%,1,0,Republican,207188166,0.7950595617294312
0,<10k: 25%,10-35k: 5%,35-85k: 35%,85-175k: 25%,175-375k: 45%,>375k: 55%,105-125%,1,0,Republican,207188166,0.7950595617294312
1,<10k: 5%,10-35k: 25%,35-85k: 5%,85-175k: 15%,175-375k: 35%,>375k: 25%,75-95%,1,0,Republican,207188166,0.7950595617294312
0,<10k: 0%,10-35k: 15%,35-85k: 5%,85-175k: 25%,175-375k: 5%,>375k: 25%,<75%,1,0,Republican,207188166,0.7950595617294312
1,<10k: 25%,10-35k: 25%,35-85k: 15%,85-175k: 35%,175-375k: 45%,>375k: 45%,>125%,1,0,Republican,207188166,0.7950595617294312
0,<10k: 5%,10-35k: 35%,35-85k: 5%,85-175k: 35%,175-375k: 25%,>375k: 5%,95-105%,1,0,Republican,207188166,0.7950595617294312
0,<10k: 15%,10-35k: 15%,35-85k: 35%,85-175k: 25%,175-375k: 45%,>375k: 25%,105-125%,0,1,Republican,207188175,0.624663770198822
1,<10k: 15%,10-35k: 25%,35-85k: 25%,85-175k: 35%,175-375k: 15%,>375k: 15%,105-125%,0,1,Republican,207188175,0.624663770198822
1,<10k: 0%,10-35k: 35%,35-85k: 25%,85-175k: 35%,175-375k: 15%,>375k: 35%,>125%,0,1,Republican,207188175,0.624663770198822
0,<10k: 15%,10-35k: 5%,35-85k: 25%,85-175k: 15%,175-375k: 45%,>375k: 45%,75-95%,0,1,Republican,207188175,0.624663770198822
0,<10k: 0%,10-35k: 15%,35-85k: 5%,85-175k: 25%,175-375k: 45%,>375k: 25%,<75%,0,1,Republican,207188175,0.624663770198822
1,<10k: 0%,10-35k: 35%,35-85k: 15%,85-175k: 5%,175-375k: 45%,>375k: 5%,95-105%,0,1,Republican,207188175,0.624663770198822
1,<10k: 25%,10-35k: 25%,35-85k: 5%,85-175k: 35%,175-375k: 35%,>375k: 15%,105-125%,0,1,Republican,207188175,0.624663770198822
0,<10k: 5%,10-35k: 25%,35-85k: 25%,85-175k: 35%,175-375k: 25%,>375k: 45%,105-125%,0,1,Republican,207188175,0.624663770198822
0,<10k: 15%,10-35k: 35%,35-85k: 5%,85-175k: 25%,175-375k: 35%,>375k: 35%,>125%,0,1,Republican,207188175,0.624663770198822
1,<10k: 5%,10-35k: 25%,35-85k: 15%,85-175k: 25%,175-375k: 25%,>375k: 15%,75-95%,0,1,Republican,207188175,0.624663770198822
0,<10k: 5%,10-35k: 35%,35-85k: 35%,85-175k: 25%,175-375k: 5%,>375k: 25%,>125%,0,1,Republican,207188175,0.624663770198822
1,<10k: 5%,10-35k: 25%,35-85k: 5%,85-175k: 35%,175-375k: 15%,>375k: 15%,75-95%,0,1,Republican,207188175,0.624663770198822
1,<10k: 25%,10-35k: 35%,35-85k: 5%,85-175k: 35%,175-375k: 5%,>375k: 45%,>125%,0,1,Republican,207188175,0.624663770198822
0,<10k: 15%,10-35k: 35%,35-85k: 25%,85-175k: 25%,175-375k: 35%,>375k: 35%,>125%,0,1,Republican,207188175,0.624663770198822
1,<10k: 5%,10-35k: 25%,35-85k: 35%,85-175k: 25%,175-375k: 5%,>375k: 55%,>125%,0,1,Republican,207188175,0.624663770198822
0,<10k: 0%,10-35k: 15%,35-85k: 15%,85-175k: 35%,175-375k: 15%,>375k: 55%,75-95%,0,1,Republican,207188175,0.624663770198822
1,<10k: 5%,10-35k: 5%,35-85k: 25%,85-175k: 15%,175-375k: 25%,>375k: 45%,<75%,0,0,Democrat,207188178,0.3028969466686249
0,<10k: 15%,10-35k: 15%,35-85k: 25%,85-175k: 5%,175-375k: 15%,>375k: 45%,95-105%,0,0,Democrat,207188178,0.3028969466686249
1,<10k: 15%,10-35k: 15%,35-85k: 35%,85-175k: 15%,175-375k: 25%,>375k: 5%,75-95%,0,0,Democrat,207188178,0.3028969466686249
0,<10k: 25%,10-35k: 5%,35-85k: 25%,85-175k: 15%,175-375k: 25%,>375k: 55%,95-105%,0,0,Democrat,207188178,0.3028969466686249
1,<10k: 15%,10-35k: 15%,35-85k: 15%,85-175k: 35%,175-375k: 25%,>375k: 45%,95-105%,0,0,Democrat,207188178,0.3028969466686249
0,<10k: 25%,10-35k: 15%,35-85k: 25%,85-175k: 15%,175-375k: 35%,>375k: 45%,105-125%,0,0,Democrat,207188178,0.3028969466686249
1,<10k: 25%,10-35k: 15%,35-85k: 5%,85-175k: 5%,175-375k: 45%,>375k: 55%,105-125%,0,0,Democrat,207188178,0.3028969466686249
0,<10k: 5%,10-35k: 35%,35-85k: 5%,85-175k: 15%,175-375k: 5%,>375k: 25%,95-105%,0,0,Democrat,207188178,0.3028969466686249
0,<10k: 0%,10-35k: 35%,35-85k: 5%,85-175k: 5%,175-375k: 5%,>375k: 25%,75-95%,0,0,Democrat,207188178,0.3028969466686249
1,<10k: 15%,10-35k: 25%,35-85k: 35%,85-175k: 35%,175-375k: 25%,>375k: 45%,>125%,0,0,Democrat,207188178,0.3028969466686249
0,<10k: 25%,10-35k: 15%,35-85k: 5%,85-175k: 35%,175-375k: 35%,>375k: 45%,105-125%,0,0,Democrat,207188178,0.3028969466686249
1,<10k: 0%,10-35k: 35%,35-85k: 5%,85-175k: 15%,175-375k: 15%,>375k: 55%,105-125%,0,0,Democrat,207188178,0.3028969466686249
0,<10k: 15%,10-35k: 15%,35-85k: 15%,85-175k: 15%,175-375k: 5%,>375k: 5%,<75%,0,0,Democrat,207188178,0.3028969466686249
1,<10k: 5%,10-35k: 25%,35-85k: 25%,85-175k: 5%,175-375k: 45%,>375k: 45%,105-125%,0,0,Democrat,207188178,0.3028969466686249
0,<10k: 0%,10-35k: 35%,35-85k: 5%,85-175k: 35%,175-375k: 45%,>375k: 25%,105-125%,0,0,Democrat,207188178,0.3028969466686249
1,<10k: 15%,10-35k: 25%,35-85k: 15%,85-175k: 15%,175-375k: 25%,>375k: 55%,105-125%,0,0,Democrat,207188178,0.3028969466686249
1,<10k: 0%,10-35k: 15%,35-85k: 25%,85-175k: 15%,175-375k: 5%,>375k: 55%,75-95%,0,0,Republican,207188191,0.5877556204795837
0,<10k: 0%,10-35k: 35%,35-85k: 5%,85-175k: 25%,175-375k: 15%,>375k: 35%,95-105%,0,0,Republican,207188191,0.5877556204795837
0,<10k: 15%,10-35k: 25%,35-85k: 35%,85-175k: 35%,175-375k: 25%,>375k: 15%,105-125%,0,0,Republican,207188191,0.5877556204795837
1,<10k: 25%,10-35k: 5%,35-85k: 5%,85-175k: 25%,175-375k: 45%,>375k: 55%,75-95%,0,0,Republican,207188191,0.5877556204795837
0,<10k: 25%,10-35k: 25%,35-85k: 35%,85-175k: 15%,175-375k: 15%,>375k: 5%,105-125%,0,0,Republican,207188191,0.5877556204795837
1,<10k: 0%,10-35k: 5%,35-85k: 25%,85-175k: 35%,175-375k: 25%,>375k: 15%,<75%,0,0,Republican,207188191,0.5877556204795837
1,<10k: 0%,10-35k: 15%,35-85k: 15%,85-175k: 35%,175-375k: 25%,>375k: 15%,<75%,0,0,Republican,207188191,0.5877556204795837
0,<10k: 15%,10-35k: 35%,35-85k: 25%,85-175k: 5%,175-375k: 45%,>375k: 25%,>125%,0,0,Republican,207188191,0.5877556204795837
1,<10k: 15%,10-35k: 25%,35-85k: 15%,85-175k: 15%,175-375k: 15%,>375k: 15%,95-105%,0,0,Republican,207188191,0.5877556204795837
0,<10k: 5%,10-35k: 15%,35-85k: 25%,85-175k: 35%,175-375k: 45%,>375k: 55%,105-125%,0,0,Republican,207188191,0.5877556204795837
0,<10k: 25%,10-35k: 35%,35-85k: 5%,85-175k: 35%,175-375k: 5%,>375k: 35%,>125%,0,0,Republican,207188191,0.5877556204795837
1,<10k: 0%,10-35k: 35%,35-85k: 15%,85-175k: 15%,175-375k: 25%,>375k: 25%,105-125%,0,0,Republican,207188191,0.5877556204795837
1,<10k: 5%,10-35k: 25%,35-85k: 15%,85-175k: 35%,175-375k: 35%,>375k: 5%,75-95%,0,0,Republican,207188191,0.5877556204795837
0,<10k: 5%,10-35k: 25%,35-85k: 15%,85-175k: 15%,175-375k: 25%,>375k: 35%,95-105%,0,0,Republican,207188191,0.5877556204795837
1,<10k: 15%,10-35k: 5%,35-85k: 15%,85-175k: 35%,175-375k: 35%,>375k: 55%,75-95%,0,0,Republican,207188191,0.5877556204795837
0,<10k: 0%,10-35k: 25%,35-85k: 35%,85-175k: 5%,175-375k: 5%,>375k: 5%,75-95%,0,0,Republican,207188191,0.5877556204795837
0,<10k: 25%,10-35k: 15%,35-85k: 25%,85-175k: 15%,175-375k: 15%,>375k: 45%,105-125%,1,NA,Republican,207188206,0.8970649242401123
1,<10k: 15%,10-35k: 5%,35-85k: 35%,85-175k: 25%,175-375k: 45%,>375k: 25%,75-95%,1,NA,Republican,207188206,0.8970649242401123
1,<10k: 5%,10-35k: 15%,35-85k: 25%,85-175k: 35%,175-375k: 45%,>375k: 5%,75-95%,1,NA,Republican,207188206,0.8970649242401123
0,<10k: 5%,10-35k: 25%,35-85k: 35%,85-175k: 25%,175-375k: 15%,>375k: 45%,105-125%,1,NA,Republican,207188206,0.8970649242401123
0,<10k: 5%,10-35k: 35%,35-85k: 25%,85-175k: 35%,175-375k: 35%,>375k: 5%,105-125%,1,NA,Republican,207188206,0.8970649242401123
1,<10k: 25%,10-35k: 5%,35-85k: 25%,85-175k: 15%,175-375k: 45%,>375k: 5%,75-95%,1,NA,Republican,207188206,0.8970649242401123
0,<10k: 15%,10-35k: 35%,35-85k: 35%,85-175k: 15%,175-375k: 35%,>375k: 35%,>125%,1,NA,Republican,207188206,0.8970649242401123
1,<10k: 15%,10-35k: 35%,35-85k: 15%,85-175k: 15%,175-375k: 35%,>375k: 15%,105-125%,1,NA,Republican,207188206,0.8970649242401123
1,<10k: 0%,10-35k: 25%,35-85k: 35%,85-175k: 25%,175-375k: 35%,>375k: 45%,105-125%,1,NA,Republican,207188206,0.8970649242401123
0,<10k: 0%,10-35k: 35%,35-85k: 35%,85-175k: 25%,175-375k: 45%,>375k: 45%,>125%,1,NA,Republican,207188206,0.8970649242401123
0,<10k: 0%,10-35k: 35%,35-85k: 35%,85-175k: 35%,175-375k: 5%,>375k: 15%,105-125%,1,NA,Republican,207188206,0.8970649242401123
1,<10k: 0%,10-35k: 35%,35-85k: 15%,85-175k: 35%,175-375k: 15%,>375k: 45%,105-125%,1,NA,Republican,207188206,0.8970649242401123
1,<10k: 15%,10-35k: 35%,35-85k: 15%,85-175k: 15%,175-375k: 35%,>375k: 5%,105-125%,1,NA,Republican,207188206,0.8970649242401123
0,<10k: 25%,10-35k: 35%,35-85k: 15%,85-175k: 35%,175-375k: 15%,>375k: 35%,>125%,1,NA,Republican,207188206,0.8970649242401123
0,<10k: 25%,10-35k: 15%,35-85k: 25%,85-175k: 35%,175-375k: 25%,>375k: 35%,105-125%,1,NA,Republican,207188206,0.8970649242401123
1,<10k: 0%,10-35k: 35%,35-85k: 15%,85-175k: 5%,175-375k: 5%,>375k: 15%,75-95%,1,NA,Republican,207188206,0.8970649242401123
1,<10k: 15%,10-35k: 25%,35-85k: 5%,85-175k: 15%,175-375k: 15%,>375k: 35%,95-105%,1,0,Democrat,207188216,0.7315602898597717
0,<10k: 0%,10-35k: 35%,35-85k: 35%,85-175k: 5%,175-375k: 45%,>375k: 35%,>125%,1,0,Democrat,207188216,0.7315602898597717
1,<10k: 0%,10-35k: 25%,35-85k: 15%,85-175k: 35%,175-375k: 25%,>375k: 25%,75-95%,1,0,Democrat,207188216,0.7315602898597717
0,<10k: 15%,10-35k: 25%,35-85k: 5%,85-175k: 15%,175-375k: 15%,>375k: 55%,105-125%,1,0,Democrat,207188216,0.7315602898597717
1,<10k: 15%,10-35k: 25%,35-85k: 15%,85-175k: 5%,175-375k: 45%,>375k: 25%,105-125%,1,0,Democrat,207188216,0.7315602898597717
0,<10k: 25%,10-35k: 25%,35-85k: 5%,85-175k: 25%,175-375k: 15%,>375k: 5%,95-105%,1,0,Democrat,207188216,0.7315602898597717
0,<10k: 5%,10-35k: 35%,35-85k: 35%,85-175k: 5%,175-375k: 35%,>375k: 55%,>125%,1,0,Democrat,207188216,0.7315602898597717
1,<10k: 15%,10-35k: 35%,35-85k: 35%,85-175k: 15%,175-375k: 35%,>375k: 45%,>125%,1,0,Democrat,207188216,0.7315602898597717
1,<10k: 15%,10-35k: 35%,35-85k: 5%,85-175k: 5%,175-375k: 15%,>375k: 5%,95-105%,1,0,Democrat,207188216,0.7315602898597717
0,<10k: 25%,10-35k: 5%,35-85k: 5%,85-175k: 5%,175-375k: 25%,>375k: 55%,75-95%,1,0,Democrat,207188216,0.7315602898597717
1,<10k: 25%,10-35k: 15%,35-85k: 35%,85-175k: 15%,175-375k: 45%,>375k: 35%,>125%,1,0,Democrat,207188216,0.7315602898597717
0,<10k: 5%,10-35k: 35%,35-85k: 35%,85-175k: 25%,175-375k: 5%,>375k: 5%,105-125%,1,0,Democrat,207188216,0.7315602898597717
1,<10k: 0%,10-35k: 15%,35-85k: 15%,85-175k: 5%,175-375k: 45%,>375k: 25%,<75%,1,0,Democrat,207188216,0.7315602898597717
0,<10k: 5%,10-35k: 25%,35-85k: 35%,85-175k: 35%,175-375k: 5%,>375k: 35%,105-125%,1,0,Democrat,207188216,0.7315602898597717
1,<10k: 5%,10-35k: 5%,35-85k: 5%,85-175k: 25%,175-375k: 15%,>375k: 25%,<75%,1,0,Democrat,207188216,0.7315602898597717
0,<10k: 5%,10-35k: 25%,35-85k: 15%,85-175k: 5%,175-375k: 15%,>375k: 45%,95-105%,1,0,Democrat,207188216,0.7315602898597717
0,<10k: 0%,10-35k: 15%,35-85k: 5%,85-175k: 5%,175-375k: 5%,>375k: 45%,<75%,1,1,Republican,207188221,0.9935765862464905
1,<10k: 0%,10-35k: 25%,35-85k: 15%,85-175k: 15%,175-375k: 15%,>375k: 25%,75-95%,1,1,Republican,207188221,0.9935765862464905
0,<10k: 25%,10-35k: 15%,35-85k: 15%,85-175k: 5%,175-375k: 5%,>375k: 35%,75-95%,1,1,Republican,207188221,0.9935765862464905
1,<10k: 5%,10-35k: 25%,35-85k: 35%,85-175k: 5%,175-375k: 45%,>375k: 35%,105-125%,1,1,Republican,207188221,0.9935765862464905
1,<10k: 5%,10-35k: 15%,35-85k: 15%,85-175k: 15%,175-375k: 25%,>375k: 35%,75-95%,1,1,Republican,207188221,0.9935765862464905
0,<10k: 0%,10-35k: 5%,35-85k: 35%,85-175k: 15%,175-375k: 45%,>375k: 5%,<75%,1,1,Republican,207188221,0.9935765862464905
1,<10k: 15%,10-35k: 35%,35-85k: 25%,85-175k: 25%,175-375k: 15%,>375k: 45%,>125%,1,1,Republican,207188221,0.9935765862464905
0,<10k: 5%,10-35k: 15%,35-85k: 5%,85-175k: 35%,175-375k: 5%,>375k: 15%,<75%,1,1,Republican,207188221,0.9935765862464905
0,<10k: 0%,10-35k: 5%,35-85k: 35%,85-175k: 15%,175-375k: 45%,>375k: 25%,<75%,1,1,Republican,207188221,0.9935765862464905
1,<10k: 0%,10-35k: 15%,35-85k: 25%,85-175k: 25%,175-375k: 25%,>375k: 25%,75-95%,1,1,Republican,207188221,0.9935765862464905
0,<10k: 0%,10-35k: 35%,35-85k: 35%,85-175k: 25%,175-375k: 45%,>375k: 55%,>125%,1,1,Republican,207188221,0.9935765862464905
1,<10k: 5%,10-35k: 25%,35-85k: 35%,85-175k: 35%,175-375k: 15%,>375k: 35%,105-125%,1,1,Republican,207188221,0.9935765862464905
0,<10k: 5%,10-35k: 25%,35-85k: 5%,85-175k: 5%,175-375k: 45%,>375k: 55%,95-105%,1,1,Republican,207188221,0.9935765862464905
1,<10k: 5%,10-35k: 25%,35-85k: 15%,85-175k: 15%,175-375k: 15%,>375k: 5%,75-95%,1,1,Republican,207188221,0.9935765862464905
0,<10k: 15%,10-35k: 15%,35-85k: 5%,85-175k: 35%,175-375k: 15%,>375k: 45%,75-95%,1,1,Republican,207188221,0.9935765862464905
1,<10k: 25%,10-35k: 5%,35-85k: 25%,85-175k: 5%,175-375k: 25%,>375k: 45%,75-95%,1,1,Republican,207188221,0.9935765862464905
1,<10k: 5%,10-35k: 5%,35-85k: 5%,85-175k: 5%,175-375k: 25%,>375k: 35%,<75%,1,NA,Independent,207188227,0.6250972151756287
0,<10k: 25%,10-35k: 25%,35-85k: 35%,85-175k: 15%,175-375k: 45%,>375k: 55%,>125%,1,NA,Independent,207188227,0.6250972151756287
0,<10k: 0%,10-35k: 35%,35-85k: 35%,85-175k: 5%,175-375k: 5%,>375k: 5%,105-125%,1,NA,Independent,207188227,0.6250972151756287
1,<10k: 0%,10-35k: 25%,35-85k: 35%,85-175k: 35%,175-375k: 25%,>375k: 25%,105-125%,1,NA,Independent,207188227,0.6250972151756287
0,<10k: 25%,10-35k: 25%,35-85k: 5%,85-175k: 25%,175-375k: 15%,>375k: 55%,105-125%,1,NA,Independent,207188227,0.6250972151756287
1,<10k: 15%,10-35k: 15%,35-85k: 15%,85-175k: 25%,175-375k: 45%,>375k: 25%,75-95%,1,NA,Independent,207188227,0.6250972151756287
0,<10k: 15%,10-35k: 35%,35-85k: 15%,85-175k: 25%,175-375k: 35%,>375k: 5%,105-125%,1,NA,Independent,207188227,0.6250972151756287
1,<10k: 15%,10-35k: 15%,35-85k: 35%,85-175k: 15%,175-375k: 25%,>375k: 55%,105-125%,1,NA,Independent,207188227,0.6250972151756287
0,<10k: 15%,10-35k: 5%,35-85k: 25%,85-175k: 35%,175-375k: 35%,>375k: 5%,<75%,1,NA,Independent,207188227,0.6250972151756287
1,<10k: 0%,10-35k: 35%,35-85k: 5%,85-175k: 35%,175-375k: 15%,>375k: 45%,105-125%,1,NA,Independent,207188227,0.6250972151756287
1,<10k: 5%,10-35k: 35%,35-85k: 35%,85-175k: 35%,175-375k: 25%,>375k: 45%,>125%,1,NA,Independent,207188227,0.6250972151756287
0,<10k: 15%,10-35k: 35%,35-85k: 5%,85-175k: 35%,175-375k: 45%,>375k: 35%,>125%,1,NA,Independent,207188227,0.6250972151756287
0,<10k: 5%,10-35k: 25%,35-85k: 25%,85-175k: 5%,175-375k: 5%,>375k: 15%,75-95%,1,NA,Independent,207188227,0.6250972151756287
1,<10k: 0%,10-35k: 25%,35-85k: 35%,85-175k: 35%,175-375k: 25%,>375k: 35%,105-125%,1,NA,Independent,207188227,0.6250972151756287
0,<10k: 25%,10-35k: 25%,35-85k: 25%,85-175k: 15%,175-375k: 15%,>375k: 15%,105-125%,1,NA,Independent,207188227,0.6250972151756287
1,<10k: 15%,10-35k: 25%,35-85k: 15%,85-175k: 15%,175-375k: 5%,>375k: 35%,95-105%,1,NA,Independent,207188227,0.6250972151756287
0,<10k: 5%,10-35k: 5%,35-85k: 15%,85-175k: 35%,175-375k: 15%,>375k: 15%,<75%,1,0,Democrat,207188263,0.624663770198822
1,<10k: 15%,10-35k: 15%,35-85k: 15%,85-175k: 5%,175-375k: 15%,>375k: 55%,95-105%,1,0,Democrat,207188263,0.624663770198822
1,<10k: 25%,10-35k: 15%,35-85k: 15%,85-175k: 5%,175-375k: 25%,>375k: 25%,75-95%,1,0,Democrat,207188263,0.624663770198822
0,<10k: 15%,10-35k: 35%,35-85k: 35%,85-175k: 25%,175-375k: 45%,>375k: 35%,>125%,1,0,Democrat,207188263,0.624663770198822
1,<10k: 0%,10-35k: 25%,35-85k: 5%,85-175k: 5%,175-375k: 25%,>375k: 45%,75-95%,1,0,Democrat,207188263,0.624663770198822
0,<10k: 15%,10-35k: 5%,35-85k: 35%,85-175k: 25%,175-375k: 35%,>375k: 5%,75-95%,1,0,Democrat,207188263,0.624663770198822
1,<10k: 5%,10-35k: 5%,35-85k: 5%,85-175k: 5%,175-375k: 35%,>375k: 45%,<75%,1,0,Democrat,207188263,0.624663770198822
0,<10k: 15%,10-35k: 35%,35-85k: 35%,85-175k: 25%,175-375k: 15%,>375k: 35%,>125%,1,0,Democrat,207188263,0.624663770198822
1,<10k: 5%,10-35k: 15%,35-85k: 5%,85-175k: 25%,175-375k: 15%,>375k: 35%,<75%,1,0,Democrat,207188263,0.624663770198822
0,<10k: 5%,10-35k: 35%,35-85k: 35%,85-175k: 15%,175-375k: 45%,>375k: 15%,>125%,1,0,Democrat,207188263,0.624663770198822
